uri,kind,label,lang,type
http://www.wikidata.org/prop/direct/P8371,relation,P8371,,relation
http://www.wikidata.org/prop/direct/P84,relation,P84,,relation
http://www.wikidata.org/prop/direct/P840,relation,P840,,relation
http://www.wikidata.org/prop/direct/P841,relation,P841,,relation
http://www.wikidata.org/prop/direct/P8411,relation,P8411,,relation
http://www.wikidata.org/prop/direct/P85,relation,P85,,relation
http://www.wikidata.org/prop/direct/P852,relation,P852,,relation
http://www.wikidata.org/prop/direct/P859,relation,P859,,relation
http://www.wikidata.org/prop/direct/P86,relation,composer,,relation
http://www.wikidata.org/prop/direct/P868,relation,P868,,relation
http://www.wikidata.org/prop/direct/P8693,relation,P8693,,relation
http://www.wikidata.org/prop/direct/P87,relation,P87,,relation
http://www.wikidata.org/prop/direct/P870,relation,P870,,relation
http://www.wikidata.org/prop/direct/P88,relation,P88,,relation
http://www.wikidata.org/prop/direct/P8839,relation,P8839,,relation
http://www.wikidata.org/prop/direct/P8852,relation,P8852,,relation
http://www.wikidata.org/prop/direct/P8874,relation,P8874,,relation
http://www.wikidata.org/prop/direct/P8889,relation,P8889,,relation
http://www.wikidata.org/prop/direct/P9071,relation,P9071,,relation
http://www.wikidata.org/prop/direct/P908,relation,P908,,relation
http://www.wikidata.org/prop/direct/P9086,relation,P9086,,relation
http://www.wikidata.org/prop/direct/P91,relation,P91,,relation
http://www.wikidata.org/prop/direct/P912,relation,P912,,relation
http://www.wikidata.org/prop/direct/P9139,relation,P9139,,relation
http://www.wikidata.org/prop/direct/P914,relation,P914,,relation
http://www.wikidata.org/prop/direct/P915,relation,P915,,relation
http://www.wikidata.org/prop/direct/P921,relation,P921,,relation
http://www.wikidata.org/prop/direct/P9215,relation,P9215,,relation
http://www.wikidata.org/prop/direct/P9234,relation,P9234,,relation
http://www.wikidata.org/prop/direct/P9235,relation,P9235,,relation
http://www.wikidata.org/prop/direct/P924,relation,P924,,relation
http://www.wikidata.org/prop/direct/P931,relation,P931,,relation
http://www.wikidata.org/prop/direct/P937,relation,P937,,relation
http://www.wikidata.org/prop/direct/P941,relation,P941,,relation
http://www.wikidata.org/prop/direct/P9419,relation,P9419,,relation
http://www.wikidata.org/prop/direct/P942,relation,P942,,relation
http://www.wikidata.org/prop/direct/P945,relation,P945,,relation
http://www.wikidata.org/prop/direct/P9493,relation,P9493,,relation
http://www.wikidata.org/prop/direct/P9600,relation,P9600,,relation
http://www.wikidata.org/prop/direct/P9652,relation,P9652,,relation
http://www.wikidata.org/prop/direct/P97,relation,P97,,relation
http://www.wikidata.org/prop/direct/P9714,relation,P9714,,relation
http://www.wikidata.org/prop/direct/P974,relation,P974,,relation
http://www.wikidata.org/prop/direct/P98,relation,P98,,relation
http://www.wikidata.org/prop/direct/P9899,relation,P9899,,relation
http://www.wikidata.org/prop/direct/P127,relation,owned by,en,relation
http://www.wikidata.org/prop/direct/P3818,relation,KMRB film rating,en,relation
http://www.wikidata.org/prop/direct/P8411,relation,set in environment,en,relation
http://www.wikidata.org/prop/direct/P7763,relation,copyright status as a creator,en,relation
http://www.wikidata.org/prop/direct/P3103,relation,has tense,en,relation
http://www.wikidata.org/prop/direct/P1546,relation,motto,en,relation
http://www.wikidata.org/prop/direct/P2358,relation,praenomen,en,relation
http://www.wikidata.org/prop/direct/P6885,relation,historical region,en,relation
http://www.wikidata.org/prop/direct/P3179,relation,territory overlaps,en,relation
http://www.wikidata.org/prop/direct/P1074,relation,fictional or mythical analog of,en,relation
http://www.wikidata.org/prop/direct/P551,relation,residence,en,relation
http://www.wikidata.org/prop/direct/P291,relation,place of publication,en,relation
http://www.wikidata.org/prop/direct/P2758,relation,CNC film rating (France),en,relation
http://www.wikidata.org/prop/direct/P4151,relation,game mechanics,en,relation
http://www.wikidata.org/prop/direct/P3161,relation,has grammatical mood,en,relation
http://www.wikidata.org/prop/direct/P1431,relation,executive producer,en,relation
http://www.wikidata.org/prop/direct/P6758,relation,supported sports team,en,relation
http://www.wikidata.org/prop/direct/P156,relation,followed by,en,relation
http://www.wikidata.org/prop/direct/P1376,relation,capital of,en,relation
http://www.wikidata.org/prop/direct/P2522,relation,competition won,en,relation
http://www.wikidata.org/prop/direct/P186,relation,made from material,en,relation
http://www.wikidata.org/prop/direct/P4437,relation,FPB rating,en,relation
http://www.wikidata.org/prop/direct/P166,relation,award received,en,relation
http://www.wikidata.org/prop/direct/P3919,relation,contributed to creative work,en,relation
http://www.wikidata.org/prop/direct/P5126,relation,assistant director,en,relation
http://www.wikidata.org/prop/direct/P7779,relation,military unit,en,relation
http://www.wikidata.org/prop/direct/P1552,relation,has characteristic,en,relation
http://www.wikidata.org/prop/direct/P10741,relation,dance style,en,relation
http://www.wikidata.org/prop/direct/P1018,relation,language regulatory body,en,relation
http://www.wikidata.org/prop/direct/P1038,relation,relative,en,relation
http://www.wikidata.org/prop/direct/P8839,relation,hairstyle / hairlength,en,relation
http://www.wikidata.org/prop/direct/P19,relation,place of birth,en,relation
http://www.wikidata.org/prop/direct/P664,relation,organizer,en,relation
http://www.wikidata.org/prop/direct/P200,relation,inflows,en,relation
http://www.wikidata.org/prop/direct/P825,relation,dedicated to,en,relation
http://www.wikidata.org/prop/direct/P735,relation,given name,en,relation
http://www.wikidata.org/prop/direct/P53,relation,family,en,relation
http://www.wikidata.org/prop/direct/P1040,relation,film editor,en,relation
http://www.wikidata.org/prop/direct/P4969,relation,derivative work,en,relation
http://www.wikidata.org/prop/direct/P7959,relation,historic county,en,relation
http://www.wikidata.org/prop/direct/P1981,relation,FSK film rating,en,relation
http://www.wikidata.org/prop/direct/P20,relation,place of death,en,relation
http://www.wikidata.org/prop/direct/P5816,relation,state of conservation,en,relation
http://www.wikidata.org/prop/direct/P404,relation,game mode,en,relation
http://www.wikidata.org/prop/direct/P1071,relation,location of creation,en,relation
http://www.wikidata.org/prop/direct/P5970,relation,Medierådet rating,en,relation
http://www.wikidata.org/prop/direct/P5110,relation,has grammatical person,en,relation
http://www.wikidata.org/prop/direct/P178,relation,developer,en,relation
http://www.wikidata.org/prop/direct/P4082,relation,captured with,en,relation
http://www.wikidata.org/prop/direct/P12933,relation,"relates to sustainable development goal, target or indicator",en,relation
http://www.wikidata.org/prop/direct/P1366,relation,replaced by,en,relation
http://www.wikidata.org/prop/direct/P1445,relation,fictional universe described in,en,relation
http://www.wikidata.org/prop/direct/P9493,relation,artist files at,en,relation
http://www.wikidata.org/prop/direct/P2789,relation,connects with,en,relation
http://www.wikidata.org/prop/direct/P2546,relation,sidekick of,en,relation
http://www.wikidata.org/prop/direct/P1532,relation,country for sport,en,relation
http://www.wikidata.org/prop/direct/P162,relation,producer,en,relation
http://www.wikidata.org/prop/direct/P398,relation,child astronomical body,en,relation
http://www.wikidata.org/prop/direct/P460,relation,said to be the same as,en,relation
http://www.wikidata.org/prop/direct/P725,relation,voice actor,en,relation
http://www.wikidata.org/prop/direct/P2563,relation,superhuman feature or ability,en,relation
http://www.wikidata.org/prop/direct/P521,relation,scheduled service destination,en,relation
http://www.wikidata.org/prop/direct/P110,relation,illustrator,en,relation
http://www.wikidata.org/prop/direct/P195,relation,collection,en,relation
http://www.wikidata.org/prop/direct/P11799,relation,alternate universe counterpart,en,relation
http://www.wikidata.org/prop/direct/P4552,relation,mountain range,en,relation
http://www.wikidata.org/prop/direct/P2650,relation,interested in,en,relation
http://www.wikidata.org/prop/direct/P1950,relation,second family name in Spanish name,en,relation
http://www.wikidata.org/prop/direct/P3275,relation,storyboard artist,en,relation
http://www.wikidata.org/prop/direct/P2341,relation,indigenous to,en,relation
http://www.wikidata.org/prop/direct/P2079,relation,fabrication method,en,relation
http://www.wikidata.org/prop/direct/P10888,relation,contains the statistical territorial entity,en,relation
http://www.wikidata.org/prop/direct/P9235,relation,seismic classification,en,relation
http://www.wikidata.org/prop/direct/P1080,relation,from narrative universe,en,relation
http://www.wikidata.org/prop/direct/P54,relation,member of sports team,en,relation
http://www.wikidata.org/prop/direct/P345,relation,IMDb ID,en,relation
http://www.wikidata.org/prop/direct/P3716,relation,social classification,en,relation
http://www.wikidata.org/prop/direct/P400,relation,platform,en,relation
http://www.wikidata.org/prop/direct/P1589,relation,lowest point,en,relation
http://www.wikidata.org/prop/direct/P2360,relation,intended public,en,relation
http://www.wikidata.org/prop/direct/P66,relation,ancestral home,en,relation
http://www.wikidata.org/prop/direct/P607,relation,participated in conflict,en,relation
http://www.wikidata.org/prop/direct/P169,relation,chief executive officer,en,relation
http://www.wikidata.org/prop/direct/P40,relation,child,en,relation
http://www.wikidata.org/prop/direct/P914,relation,USK rating,en,relation
http://www.wikidata.org/prop/direct/P9652,relation,personality trait of fictional character,en,relation
http://www.wikidata.org/prop/direct/P122,relation,basic form of government,en,relation
http://www.wikidata.org/prop/direct/P87,relation,librettist,en,relation
http://www.wikidata.org/prop/direct/P1344,relation,participant in,en,relation
http://www.wikidata.org/prop/direct/P413,relation,position played on team / speciality,en,relation
http://www.wikidata.org/prop/direct/P802,relation,student,en,relation
http://www.wikidata.org/prop/direct/P1853,relation,blood type,en,relation
http://www.wikidata.org/prop/direct/P1884,relation,hair color,en,relation
http://www.wikidata.org/prop/direct/P8371,relation,"references work, tradition or theory",en,relation
http://www.wikidata.org/prop/direct/P3095,relation,practiced by,en,relation
http://www.wikidata.org/prop/direct/P31,relation,instance of,en,relation
http://www.wikidata.org/prop/direct/P3842,relation,located in the present-day administrative territorial entity,en,relation
http://www.wikidata.org/prop/direct/P5152,relation,KAVI rating,en,relation
http://www.wikidata.org/prop/direct/P3650,relation,JMK film rating,en,relation
http://www.wikidata.org/prop/direct/P112,relation,founded by,en,relation
http://www.wikidata.org/prop/direct/P289,relation,vessel class,en,relation
http://www.wikidata.org/prop/direct/P3300,relation,musical conductor,en,relation
http://www.wikidata.org/prop/direct/P3989,relation,members have occupation,en,relation
http://www.wikidata.org/prop/direct/P852,relation,ESRB rating,en,relation
http://www.wikidata.org/prop/direct/P1387,relation,political alignment,en,relation
http://www.wikidata.org/prop/direct/P937,relation,work location,en,relation
http://www.wikidata.org/prop/direct/P176,relation,manufacturer,en,relation
http://www.wikidata.org/prop/direct/P5150,relation,IGAC rating,en,relation
http://www.wikidata.org/prop/direct/P1455,relation,list of works,en,relation
http://www.wikidata.org/prop/direct/P1429,relation,has pet,en,relation
http://www.wikidata.org/prop/direct/P4908,relation,season,en,relation
http://www.wikidata.org/prop/direct/P170,relation,creator,en,relation
http://www.wikidata.org/prop/direct/P2293,relation,genetic association,en,relation
http://www.wikidata.org/prop/direct/P2515,relation,costume designer,en,relation
http://www.wikidata.org/prop/direct/P1327,relation,partner in business or sport,en,relation
http://www.wikidata.org/prop/direct/P6,relation,head of government,en,relation
http://www.wikidata.org/prop/direct/P184,relation,doctoral advisor,en,relation
http://www.wikidata.org/prop/direct/P7573,relation,IFCO rating,en,relation
http://www.wikidata.org/prop/direct/P2637,relation,RARS rating,en,relation
http://www.wikidata.org/prop/direct/P479,relation,input device,en,relation
http://www.wikidata.org/prop/direct/P674,relation,characters,en,relation
http://www.wikidata.org/prop/direct/P275,relation,copyright license,en,relation
http://www.wikidata.org/prop/direct/P1313,relation,office held by head of government,en,relation
http://www.wikidata.org/prop/direct/P58,relation,screenwriter,en,relation
http://www.wikidata.org/prop/direct/P193,relation,main building contractor,en,relation
http://www.wikidata.org/prop/direct/P6942,relation,animator,en,relation
http://www.wikidata.org/prop/direct/P5642,relation,risk factor,en,relation
http://www.wikidata.org/prop/direct/P452,relation,industry,en,relation
http://www.wikidata.org/prop/direct/P3373,relation,sibling,en,relation
http://www.wikidata.org/prop/direct/P4743,relation,animal breed,en,relation
http://www.wikidata.org/prop/direct/P941,relation,inspired by,en,relation
http://www.wikidata.org/prop/direct/P826,relation,tonality,en,relation
http://www.wikidata.org/prop/direct/P5389,relation,permanent resident of,en,relation
http://www.wikidata.org/prop/direct/P2438,relation,narrator,en,relation
http://www.wikidata.org/prop/direct/P1622,relation,driving side,en,relation
http://www.wikidata.org/prop/direct/P3402,relation,CNC film rating (Romania),en,relation
http://www.wikidata.org/prop/direct/P9419,relation,personal library at,en,relation
http://www.wikidata.org/prop/direct/P6872,relation,has written for,en,relation
http://www.wikidata.org/prop/direct/P1906,relation,office held by head of state,en,relation
http://www.wikidata.org/prop/direct/P655,relation,translator,en,relation
http://www.wikidata.org/prop/direct/P1716,relation,brand,en,relation
http://www.wikidata.org/prop/direct/P547,relation,commemorates,en,relation
http://www.wikidata.org/prop/direct/P1999,relation,UNESCO language status,en,relation
http://www.wikidata.org/prop/direct/P2554,relation,production designer,en,relation
http://www.wikidata.org/prop/direct/P2614,relation,World Heritage criteria,en,relation
http://www.wikidata.org/prop/direct/P1066,relation,student of,en,relation
http://www.wikidata.org/prop/direct/P199,relation,organizational divisions,en,relation
http://www.wikidata.org/prop/direct/P924,relation,possible treatment,en,relation
http://www.wikidata.org/prop/direct/P2989,relation,has grammatical case,en,relation
http://www.wikidata.org/prop/direct/P461,relation,opposite of,en,relation
http://www.wikidata.org/prop/direct/P6275,relation,copyright representative,en,relation
http://www.wikidata.org/prop/direct/P527,relation,has part(s),en,relation
http://www.wikidata.org/prop/direct/P6106,relation,uses capitalization for,en,relation
http://www.wikidata.org/prop/direct/P3342,relation,significant person,en,relation
http://www.wikidata.org/prop/direct/P287,relation,designed by,en,relation
http://www.wikidata.org/prop/direct/P9086,relation,BAMID film rating,en,relation
http://www.wikidata.org/prop/direct/P868,relation,foods traditionally associated,en,relation
http://www.wikidata.org/prop/direct/P27,relation,country of citizenship,en,relation
http://www.wikidata.org/prop/direct/P9139,relation,first family name in Portuguese name,en,relation
http://www.wikidata.org/prop/direct/P577,relation,publication date,en,relation
http://www.wikidata.org/prop/direct/P710,relation,participant,en,relation
http://www.wikidata.org/prop/direct/P5025,relation,gens,en,relation
http://www.wikidata.org/prop/direct/P2852,relation,emergency phone number,en,relation
http://www.wikidata.org/prop/direct/P1304,relation,central bank,en,relation
http://www.wikidata.org/prop/direct/P88,relation,commissioned by,en,relation
http://www.wikidata.org/prop/direct/P179,relation,part of the series,en,relation
http://www.wikidata.org/prop/direct/P208,relation,executive body,en,relation
http://www.wikidata.org/prop/direct/P859,relation,sponsor,en,relation
http://www.wikidata.org/prop/direct/P737,relation,influenced by,en,relation
http://www.wikidata.org/prop/direct/P355,relation,child organization/unit,en,relation
http://www.wikidata.org/prop/direct/P1537,relation,contributing factor of,en,relation
http://www.wikidata.org/prop/direct/P2860,relation,cites work,en,relation
http://www.wikidata.org/prop/direct/P105,relation,taxon rank,en,relation
http://www.wikidata.org/prop/direct/P161,relation,cast member,en,relation
http://www.wikidata.org/prop/direct/P137,relation,operator,en,relation
http://www.wikidata.org/prop/direct/P421,relation,located in time zone,en,relation
http://www.wikidata.org/prop/direct/P734,relation,family name,en,relation
http://www.wikidata.org/prop/direct/P6658,relation,RCQ classification,en,relation
http://www.wikidata.org/prop/direct/P1383,relation,contains settlement,en,relation
http://www.wikidata.org/prop/direct/P407,relation,language of work or name,en,relation
http://www.wikidata.org/prop/direct/P5707,relation,samples from work,en,relation
http://www.wikidata.org/prop/direct/P3803,relation,original film format,en,relation
http://www.wikidata.org/prop/direct/P2061,relation,aspect ratio (W:H),en,relation
http://www.wikidata.org/prop/direct/P1343,relation,described by source,en,relation
http://www.wikidata.org/prop/direct/P747,relation,has edition or translation,en,relation
http://www.wikidata.org/prop/direct/P2365,relation,cognomen,en,relation
http://www.wikidata.org/prop/direct/P658,relation,tracklist,en,relation
http://www.wikidata.org/prop/direct/P708,relation,diocese,en,relation
http://www.wikidata.org/prop/direct/P520,relation,armament,en,relation
http://www.wikidata.org/prop/direct/P8693,relation,fandom,en,relation
http://www.wikidata.org/prop/direct/P1411,relation,nominated for,en,relation
http://www.wikidata.org/prop/direct/P1995,relation,health specialty,en,relation
http://www.wikidata.org/prop/direct/P411,relation,canonization status,en,relation
http://www.wikidata.org/prop/direct/P1303,relation,instrument,en,relation
http://www.wikidata.org/prop/direct/P1412,relation,"languages spoken, written or signed",en,relation
http://www.wikidata.org/prop/direct/P915,relation,filming location,en,relation
http://www.wikidata.org/prop/direct/P2176,relation,drug or therapy used for treatment,en,relation
http://www.wikidata.org/prop/direct/P1382,relation,partially coincident with,en,relation
http://www.wikidata.org/prop/direct/P37,relation,official language,en,relation
http://www.wikidata.org/prop/direct/P26,relation,spouse,en,relation
http://www.wikidata.org/prop/direct/P118,relation,league or competition,en,relation
http://www.wikidata.org/prop/direct/P1336,relation,territory claimed by,en,relation
http://www.wikidata.org/prop/direct/P1889,relation,different from,en,relation
http://www.wikidata.org/prop/direct/P1027,relation,conferred by,en,relation
http://www.wikidata.org/prop/direct/P3938,relation,named by,en,relation
http://www.wikidata.org/prop/direct/P85,relation,anthem,en,relation
http://www.wikidata.org/prop/direct/P7047,relation,enemy,en,relation
http://www.wikidata.org/prop/direct/P8402,relation,open data portal,en,relation
http://www.wikidata.org/prop/direct/P69,relation,educated at,en,relation
http://www.wikidata.org/prop/direct/P4608,relation,scenographer,en,relation
http://www.wikidata.org/prop/direct/P767,relation,contributor to the creative work or subject,en,relation
http://www.wikidata.org/prop/direct/P437,relation,distribution format,en,relation
http://www.wikidata.org/prop/direct/P6978,relation,Scandinavian middle family name,en,relation
http://www.wikidata.org/prop/direct/P800,relation,notable work,en,relation
http://www.wikidata.org/prop/direct/P3174,relation,art director,en,relation
http://www.wikidata.org/prop/direct/P2579,relation,studied by,en,relation
http://www.wikidata.org/prop/direct/P417,relation,patron saint,en,relation
http://www.wikidata.org/prop/direct/P2868,relation,subject has role,en,relation
http://www.wikidata.org/prop/direct/P8345,relation,media franchise,en,relation
http://www.wikidata.org/prop/direct/P5109,relation,has grammatical gender,en,relation
http://www.wikidata.org/prop/direct/P530,relation,diplomatic relation,en,relation
http://www.wikidata.org/prop/direct/P3018,relation,located in protected area,en,relation
http://www.wikidata.org/prop/direct/P740,relation,location of formation,en,relation
http://www.wikidata.org/prop/direct/P1427,relation,start point,en,relation
http://www.wikidata.org/prop/direct/P50,relation,author,en,relation
http://www.wikidata.org/prop/direct/P509,relation,cause of death,en,relation
http://www.wikidata.org/prop/direct/P1049,relation,worshipped by,en,relation
http://www.wikidata.org/prop/direct/P945,relation,allegiance,en,relation
http://www.wikidata.org/prop/direct/P706,relation,located in/on physical feature,en,relation
http://www.wikidata.org/prop/direct/P1290,relation,godparent,en,relation
http://www.wikidata.org/prop/direct/P106,relation,occupation,en,relation
http://www.wikidata.org/prop/direct/P598,relation,commander of (DEPRECATED),en,relation
http://www.wikidata.org/prop/direct/P17,relation,country,en,relation
http://www.wikidata.org/prop/direct/P1269,relation,facet of,en,relation
http://www.wikidata.org/prop/direct/P1875,relation,represented by,en,relation
http://www.wikidata.org/prop/direct/P101,relation,field of work,en,relation
http://www.wikidata.org/prop/direct/P1557,relation,manifestation of,en,relation
http://www.wikidata.org/prop/direct/P5869,relation,model item,en,relation
http://www.wikidata.org/prop/direct/P25,relation,mother,en,relation
http://www.wikidata.org/prop/direct/P1811,relation,list of episodes,en,relation
http://www.wikidata.org/prop/direct/P306,relation,operating system,en,relation
http://www.wikidata.org/prop/direct/P1192,relation,connecting service,en,relation
http://www.wikidata.org/prop/direct/P4312,relation,camera setup,en,relation
http://www.wikidata.org/prop/direct/P98,relation,editor,en,relation
http://www.wikidata.org/prop/direct/P30,relation,continent,en,relation
http://www.wikidata.org/prop/direct/P423,relation,shooting handedness,en,relation
http://www.wikidata.org/prop/direct/P841,relation,feast day,en,relation
http://www.wikidata.org/prop/direct/P3712,relation,has goal,en,relation
http://www.wikidata.org/prop/direct/P769,relation,significant drug interaction,en,relation
http://www.wikidata.org/prop/direct/P837,relation,day in year for periodic occurrence,en,relation
http://www.wikidata.org/prop/direct/P5658,relation,railway traffic side,en,relation
http://www.wikidata.org/prop/direct/P138,relation,named after,en,relation
http://www.wikidata.org/prop/direct/P22,relation,father,en,relation
http://www.wikidata.org/prop/direct/P5072,relation,presented in,en,relation
http://www.wikidata.org/prop/direct/P2670,relation,has part(s) of the class,en,relation
http://www.wikidata.org/prop/direct/P155,relation,follows,en,relation
http://www.wikidata.org/prop/direct/P6291,relation,advertises,en,relation
http://www.wikidata.org/prop/direct/P272,relation,production company,en,relation
http://www.wikidata.org/prop/direct/P2684,relation,Kijkwijzer rating,en,relation
http://www.wikidata.org/prop/direct/P2541,relation,operating area,en,relation
http://www.wikidata.org/prop/direct/P5096,relation,member of the crew of,en,relation
http://www.wikidata.org/prop/direct/P8138,relation,located in the statistical territorial entity,en,relation
http://www.wikidata.org/prop/direct/P912,relation,has facility,en,relation
http://www.wikidata.org/prop/direct/P1299,relation,depicted by,en,relation
http://www.wikidata.org/prop/direct/P2853,relation,electrical plug type,en,relation
http://www.wikidata.org/prop/direct/P2936,relation,language used,en,relation
http://www.wikidata.org/prop/direct/P3428,relation,INCAA film rating,en,relation
http://www.wikidata.org/prop/direct/P6364,relation,official color,en,relation
http://www.wikidata.org/prop/direct/P1435,relation,heritage designation,en,relation
http://www.wikidata.org/prop/direct/P2238,relation,official symbol,en,relation
http://www.wikidata.org/prop/direct/P833,relation,interchange station,en,relation
http://www.wikidata.org/prop/direct/P39,relation,position held,en,relation
http://www.wikidata.org/prop/direct/P412,relation,voice type,en,relation
http://www.wikidata.org/prop/direct/P10606,relation,notable role,en,relation
http://www.wikidata.org/prop/direct/P408,relation,software engine,en,relation
http://www.wikidata.org/prop/direct/P1419,relation,shape,en,relation
http://www.wikidata.org/prop/direct/P140,relation,religion or worldview,en,relation
http://www.wikidata.org/prop/direct/P2348,relation,time period,en,relation
http://www.wikidata.org/prop/direct/P1034,relation,main food source,en,relation
http://www.wikidata.org/prop/direct/P7137,relation,acknowledged,en,relation
http://www.wikidata.org/prop/direct/P451,relation,unmarried partner,en,relation
http://www.wikidata.org/prop/direct/P131,relation,located in the administrative territorial entity,en,relation
http://www.wikidata.org/prop/direct/P793,relation,significant event,en,relation
http://www.wikidata.org/prop/direct/P172,relation,ethnic group,en,relation
http://www.wikidata.org/prop/direct/P6379,relation,has works in the collection,en,relation
http://www.wikidata.org/prop/direct/P4647,relation,location of first performance,en,relation
http://www.wikidata.org/prop/direct/P13459,relation,research project that contributed to this data set,en,relation
http://www.wikidata.org/prop/direct/P2596,relation,culture,en,relation
http://www.wikidata.org/prop/direct/P406,relation,soundtrack release,en,relation
http://www.wikidata.org/prop/direct/P2922,relation,month of the year,en,relation
http://www.wikidata.org/prop/direct/P463,relation,member of,en,relation
http://www.wikidata.org/prop/direct/P2550,relation,recording or performance of,en,relation
http://www.wikidata.org/prop/direct/P159,relation,headquarters location,en,relation
http://www.wikidata.org/prop/direct/P136,relation,genre,en,relation
http://www.wikidata.org/prop/direct/P97,relation,noble title,en,relation
http://www.wikidata.org/prop/direct/P7327,relation,OFLC classification,en,relation
http://www.wikidata.org/prop/direct/P5323,relation,attested in,en,relation
http://www.wikidata.org/prop/direct/P5940,relation,plot expanded in,en,relation
http://www.wikidata.org/prop/direct/P286,relation,head coach,en,relation
http://www.wikidata.org/prop/direct/P371,relation,presenter,en,relation
http://www.wikidata.org/prop/direct/P108,relation,employer,en,relation
http://www.wikidata.org/prop/direct/P931,relation,place served by transport hub,en,relation
http://www.wikidata.org/prop/direct/P9899,relation,music created for,en,relation
http://www.wikidata.org/prop/direct/P2747,relation,Filmiroda rating,en,relation
http://www.wikidata.org/prop/direct/P840,relation,narrative location,en,relation
http://www.wikidata.org/prop/direct/P3828,relation,wears,en,relation
http://www.wikidata.org/prop/direct/P163,relation,flag,en,relation
http://www.wikidata.org/prop/direct/P797,relation,authority,en,relation
http://www.wikidata.org/prop/direct/P450,relation,astronaut mission,en,relation
http://www.wikidata.org/prop/direct/P803,relation,professorship,en,relation
http://www.wikidata.org/prop/direct/P832,relation,public holiday,en,relation
http://www.wikidata.org/prop/direct/P483,relation,recorded at studio or venue,en,relation
http://www.wikidata.org/prop/direct/P3156,relation,Australian Classification,en,relation
http://www.wikidata.org/prop/direct/P2756,relation,EIRIN film rating,en,relation
http://www.wikidata.org/prop/direct/P135,relation,movement,en,relation
http://www.wikidata.org/prop/direct/P126,relation,maintained by,en,relation
http://www.wikidata.org/prop/direct/P3448,relation,stepparent,en,relation
http://www.wikidata.org/prop/direct/P2925,relation,domain of saint or deity,en,relation
http://www.wikidata.org/prop/direct/P466,relation,occupant,en,relation
http://www.wikidata.org/prop/direct/P3216,relation,ClassInd rating,en,relation
http://www.wikidata.org/prop/direct/P610,relation,highest point,en,relation
http://www.wikidata.org/prop/direct/P3438,relation,vehicle normally used,en,relation
http://www.wikidata.org/prop/direct/P12443,relation,has cabinet,en,relation
http://www.wikidata.org/prop/direct/P237,relation,coat of arms,en,relation
http://www.wikidata.org/prop/direct/P462,relation,color,en,relation
http://www.wikidata.org/prop/direct/P4805,relation,make-up artist,en,relation
http://www.wikidata.org/prop/direct/P366,relation,has use,en,relation
http://www.wikidata.org/prop/direct/P1598,relation,consecrator,en,relation
http://www.wikidata.org/prop/direct/P119,relation,place of burial,en,relation
http://www.wikidata.org/prop/direct/P81,relation,connecting line,en,relation
http://www.wikidata.org/prop/direct/P177,relation,crosses,en,relation
http://www.wikidata.org/prop/direct/P3403,relation,coextensive with,en,relation
http://www.wikidata.org/prop/direct/P921,relation,main subject,en,relation
http://www.wikidata.org/prop/direct/P676,relation,lyricist,en,relation
http://www.wikidata.org/prop/direct/P3461,relation,designated as terrorist by,en,relation
http://www.wikidata.org/prop/direct/P84,relation,architect,en,relation
http://www.wikidata.org/prop/direct/P1050,relation,medical condition,en,relation
http://www.wikidata.org/prop/direct/P3075,relation,official religion,en,relation
http://www.wikidata.org/prop/direct/P1576,relation,lifestyle,en,relation
http://www.wikidata.org/prop/direct/P2416,relation,sports discipline competed in,en,relation
http://www.wikidata.org/prop/direct/P780,relation,symptoms and signs,en,relation
http://www.wikidata.org/prop/direct/P279,relation,subclass of,en,relation
http://www.wikidata.org/prop/direct/P16,relation,transport network,en,relation
http://www.wikidata.org/prop/direct/P512,relation,academic degree,en,relation
http://www.wikidata.org/prop/direct/P47,relation,shares border with,en,relation
http://www.wikidata.org/prop/direct/P11108,relation,recorded participant,en,relation
http://www.wikidata.org/prop/direct/P749,relation,parent organization,en,relation
http://www.wikidata.org/prop/direct/P8874,relation,Hong Kong film rating,en,relation
http://www.wikidata.org/prop/direct/P1037,relation,director / manager,en,relation
http://www.wikidata.org/prop/direct/P11738,relation,"handled, mitigated, or managed by",en,relation
http://www.wikidata.org/prop/direct/P5021,relation,assessment,en,relation
http://www.wikidata.org/prop/direct/P9600,relation,oral history at,en,relation
http://www.wikidata.org/prop/direct/P6962,relation,narrative motif,en,relation
http://www.wikidata.org/prop/direct/P1416,relation,affiliation,en,relation
http://www.wikidata.org/prop/direct/P2564,relation,Köppen climate classification,en,relation
http://www.wikidata.org/prop/direct/P559,relation,terminus,en,relation
http://www.wikidata.org/prop/direct/P2578,relation,is the study of,en,relation
http://www.wikidata.org/prop/direct/P1877,relation,after a work by,en,relation
http://www.wikidata.org/prop/direct/P1880,relation,measurement scale,en,relation
http://www.wikidata.org/prop/direct/P2894,relation,day of week,en,relation
http://www.wikidata.org/prop/direct/P410,relation,military or police rank,en,relation
http://www.wikidata.org/prop/direct/P1657,relation,MPA film rating,en,relation
http://www.wikidata.org/prop/direct/P1029,relation,crew member,en,relation
http://www.wikidata.org/prop/direct/P1165,relation,home world,en,relation
http://www.wikidata.org/prop/direct/P1441,relation,present in work,en,relation
http://www.wikidata.org/prop/direct/P276,relation,location,en,relation
http://www.wikidata.org/prop/direct/P2629,relation,BBFC rating,en,relation
http://www.wikidata.org/prop/direct/P197,relation,adjacent station,en,relation
http://www.wikidata.org/prop/direct/P150,relation,contains the administrative territorial entity,en,relation
